id,category,variant_name,type,pattern,scenario,impact,example
107,Reentrancy,Reentrancy Variant 107,Read-only reentrancy,Unsafe external call to attacker contract,Reentrancy variant #107: Read-only reentrancy caused by Unsafe external call to attacker contract. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Vault sends tokens before decreasing attacker balance.
108,Reentrancy,Reentrancy Variant 108,ERC777-hook reentrancy,Recursive callback before mutation,Reentrancy variant #108: ERC777-hook reentrancy caused by Recursive callback before mutation. Exploited to bypassing access restrictions.,Bypassing access restrictions,Vault sends tokens before decreasing attacker balance.
109,Reentrancy,Reentrancy Variant 109,Pull-payment reentrancy,Missing reentrancy guard,Reentrancy variant #109: Pull-payment reentrancy caused by Missing reentrancy guard. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Attacker leverages ERC777 tokens to reenter before balance is updated.
110,Reentrancy,Reentrancy Variant 110,ERC777-hook reentrancy,External call inside loop,Reentrancy variant #110: ERC777-hook reentrancy caused by External call inside loop. Exploited to unauthorized repeated withdrawals.,Unauthorized repeated withdrawals,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
111,Reentrancy,Reentrancy Variant 111,Cross-function reentrancy,Unsafe external call to attacker contract,Reentrancy variant #111: Cross-function reentrancy caused by Unsafe external call to attacker contract. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Cross-function reentry from deposit() into withdraw().
112,Reentrancy,Reentrancy Variant 112,Single-function reentrancy,Unsafe external call to attacker contract,Reentrancy variant #112: Single-function reentrancy caused by Unsafe external call to attacker contract. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Vault sends tokens before decreasing attacker balance.
113,Reentrancy,Reentrancy Variant 113,ERC777-hook reentrancy,State updated after external call,Reentrancy variant #113: ERC777-hook reentrancy caused by State updated after external call. Exploited to complete balance drain.,Complete balance drain,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
114,Reentrancy,Reentrancy Variant 114,Recursive fallback reentrancy,State updated after external call,Reentrancy variant #114: Recursive fallback reentrancy caused by State updated after external call. Exploited to bypassing access restrictions.,Bypassing access restrictions,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
115,Reentrancy,Reentrancy Variant 115,Withdraw-before-update reentrancy,External call inside loop,Reentrancy variant #115: Withdraw-before-update reentrancy caused by External call inside loop. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Cross-function reentry from deposit() into withdraw().
116,Reentrancy,Reentrancy Variant 116,Cross-contract reentrancy,Unsafe external call to attacker contract,Reentrancy variant #116: Cross-contract reentrancy caused by Unsafe external call to attacker contract. Exploited to inflated share minting.,Inflated share minting,Attacker leverages ERC777 tokens to reenter before balance is updated.
117,Reentrancy,Reentrancy Variant 117,ERC777-hook reentrancy,Missing reentrancy guard,Reentrancy variant #117: ERC777-hook reentrancy caused by Missing reentrancy guard. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Attacker leverages ERC777 tokens to reenter before balance is updated.
118,Reentrancy,Reentrancy Variant 118,Recursive fallback reentrancy,State updated after external call,Reentrancy variant #118: Recursive fallback reentrancy caused by State updated after external call. Exploited to unauthorized repeated withdrawals.,Unauthorized repeated withdrawals,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
119,Reentrancy,Reentrancy Variant 119,Cross-contract reentrancy,Fallback invoked before state lock,Reentrancy variant #119: Cross-contract reentrancy caused by Fallback invoked before state lock. Exploited to bypassing access restrictions.,Bypassing access restrictions,Attacker leverages ERC777 tokens to reenter before balance is updated.
120,Reentrancy,Reentrancy Variant 120,Pull-payment reentrancy,State updated after external call,Reentrancy variant #120: Pull-payment reentrancy caused by State updated after external call. Exploited to draining rewards pool.,Draining rewards pool,Attacker leverages ERC777 tokens to reenter before balance is updated.
121,Reentrancy,Reentrancy Variant 121,Cross-function reentrancy,Fallback invoked before state lock,Reentrancy variant #121: Cross-function reentrancy caused by Fallback invoked before state lock. Exploited to bypassing access restrictions.,Bypassing access restrictions,Cross-function reentry from deposit() into withdraw().
122,Reentrancy,Reentrancy Variant 122,Reentrancy via delegatecall,Fallback invoked before state lock,Reentrancy variant #122: Reentrancy via delegatecall caused by Fallback invoked before state lock. Exploited to inflated share minting.,Inflated share minting,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
123,Reentrancy,Reentrancy Variant 123,ERC777-hook reentrancy,Fallback invoked before state lock,Reentrancy variant #123: ERC777-hook reentrancy caused by Fallback invoked before state lock. Exploited to draining rewards pool.,Draining rewards pool,Attacker leverages ERC777 tokens to reenter before balance is updated.
124,Reentrancy,Reentrancy Variant 124,Cross-contract reentrancy,External call inside loop,Reentrancy variant #124: Cross-contract reentrancy caused by External call inside loop. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Vault sends tokens before decreasing attacker balance.
125,Reentrancy,Reentrancy Variant 125,Single-function reentrancy,Fallback invoked before state lock,Reentrancy variant #125: Single-function reentrancy caused by Fallback invoked before state lock. Exploited to unauthorized repeated withdrawals.,Unauthorized repeated withdrawals,Attacker leverages ERC777 tokens to reenter before balance is updated.
126,Reentrancy,Reentrancy Variant 126,Cross-function reentrancy,Multiple entry points sharing same state variable,Reentrancy variant #126: Cross-function reentrancy caused by Multiple entry points sharing same state variable. Exploited to unauthorized repeated withdrawals.,Unauthorized repeated withdrawals,Attacker leverages ERC777 tokens to reenter before balance is updated.
127,Reentrancy,Reentrancy Variant 127,Recursive fallback reentrancy,Hooks triggered without control flow guard,Reentrancy variant #127: Recursive fallback reentrancy caused by Hooks triggered without control flow guard. Exploited to inflated share minting.,Inflated share minting,Vault sends tokens before decreasing attacker balance.
128,Reentrancy,Reentrancy Variant 128,Cross-contract reentrancy,External call inside loop,Reentrancy variant #128: Cross-contract reentrancy caused by External call inside loop. Exploited to inflated share minting.,Inflated share minting,Cross-function reentry from deposit() into withdraw().
129,Reentrancy,Reentrancy Variant 129,Withdraw-before-update reentrancy,Missing reentrancy guard,Reentrancy variant #129: Withdraw-before-update reentrancy caused by Missing reentrancy guard. Exploited to draining rewards pool.,Draining rewards pool,Attacker leverages ERC777 tokens to reenter before balance is updated.
130,Reentrancy,Reentrancy Variant 130,Read-only reentrancy,Balance checked after transfer,Reentrancy variant #130: Read-only reentrancy caused by Balance checked after transfer. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Vault sends tokens before decreasing attacker balance.
131,Reentrancy,Reentrancy Variant 131,Read-only reentrancy,Balance checked after transfer,Reentrancy variant #131: Read-only reentrancy caused by Balance checked after transfer. Exploited to bypassing access restrictions.,Bypassing access restrictions,"Attacker calls withdraw(), fallback triggers withdraw() repeatedly."
132,Reentrancy,Reentrancy Variant 132,Reentrancy via delegatecall,Balance checked after transfer,Reentrancy variant #132: Reentrancy via delegatecall caused by Balance checked after transfer. Exploited to complete balance drain.,Complete balance drain,Attacker leverages ERC777 tokens to reenter before balance is updated.
133,Reentrancy,Reentrancy Variant 133,Withdraw-before-update reentrancy,State updated after external call,Reentrancy variant #133: Withdraw-before-update reentrancy caused by State updated after external call. Exploited to inflated share minting.,Inflated share minting,Cross-function reentry from deposit() into withdraw().
134,Reentrancy,Reentrancy Variant 134,Single-function reentrancy,Fallback invoked before state lock,Reentrancy variant #134: Single-function reentrancy caused by Fallback invoked before state lock. Exploited to unauthorized repeated withdrawals.,Unauthorized repeated withdrawals,Cross-function reentry from deposit() into withdraw().
135,Reentrancy,Reentrancy Variant 135,Read-only reentrancy,External call inside loop,Reentrancy variant #135: Read-only reentrancy caused by External call inside loop. Exploited to draining rewards pool.,Draining rewards pool,Attacker leverages ERC777 tokens to reenter before balance is updated.
136,Reentrancy,Reentrancy Variant 136,Single-function reentrancy,Unsafe external call to attacker contract,Reentrancy variant #136: Single-function reentrancy caused by Unsafe external call to attacker contract. Exploited to partial draining of pooled funds.,Partial draining of pooled funds,Vault sends tokens before decreasing attacker balance.
137,Reentrancy,Reentrancy Variant 137,Single-function reentrancy,Unsafe external call to attacker contract,Reentrancy variant #137: Single-function reentrancy caused by Unsafe external call to attacker contract. Exploited to draining rewards pool.,Draining rewards pool,Attacker leverages ERC777 tokens to reenter before balance is updated.
