id,category,variant_name,type,pattern,scenario,impact,example
107,JSON-RPC validation failure,JSON-RPC validation failure Variant 107,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #107: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
108,JSON-RPC validation failure,JSON-RPC validation failure Variant 108,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #108: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
109,JSON-RPC validation failure,JSON-RPC validation failure Variant 109,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #109: Missing parameter type check caused by No check on array sizes. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
110,JSON-RPC validation failure,JSON-RPC validation failure Variant 110,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #110: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
111,JSON-RPC validation failure,JSON-RPC validation failure Variant 111,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #111: Oversized request body caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
112,JSON-RPC validation failure,JSON-RPC validation failure Variant 112,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #112: Oversized request body caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
113,JSON-RPC validation failure,JSON-RPC validation failure Variant 113,Malformed payload,No check on array sizes,JSON-RPC validation failure variant #113: Malformed payload caused by No check on array sizes. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
114,JSON-RPC validation failure,JSON-RPC validation failure Variant 114,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #114: Malformed payload caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
115,JSON-RPC validation failure,JSON-RPC validation failure Variant 115,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #115: Malformed payload caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
116,JSON-RPC validation failure,JSON-RPC validation failure Variant 116,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #116: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
117,JSON-RPC validation failure,JSON-RPC validation failure Variant 117,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #117: Invalid method selector caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
118,JSON-RPC validation failure,JSON-RPC validation failure Variant 118,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #118: Invalid method selector caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
119,JSON-RPC validation failure,JSON-RPC validation failure Variant 119,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #119: Truncated JSON injection caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
120,JSON-RPC validation failure,JSON-RPC validation failure Variant 120,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #120: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
121,JSON-RPC validation failure,JSON-RPC validation failure Variant 121,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #121: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
122,JSON-RPC validation failure,JSON-RPC validation failure Variant 122,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #122: Missing parameter type check caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
123,JSON-RPC validation failure,JSON-RPC validation failure Variant 123,Malformed payload,No check on array sizes,JSON-RPC validation failure variant #123: Malformed payload caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
124,JSON-RPC validation failure,JSON-RPC validation failure Variant 124,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #124: Invalid method selector caused by No check on array sizes. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
125,JSON-RPC validation failure,JSON-RPC validation failure Variant 125,Missing parameter type check,Missing length limit on POST body,JSON-RPC validation failure variant #125: Missing parameter type check caused by Missing length limit on POST body. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
126,JSON-RPC validation failure,JSON-RPC validation failure Variant 126,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #126: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
127,JSON-RPC validation failure,JSON-RPC validation failure Variant 127,Oversized request body,Missing length limit on POST body,JSON-RPC validation failure variant #127: Oversized request body caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
128,JSON-RPC validation failure,JSON-RPC validation failure Variant 128,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #128: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
129,JSON-RPC validation failure,JSON-RPC validation failure Variant 129,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #129: Malformed payload caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
130,JSON-RPC validation failure,JSON-RPC validation failure Variant 130,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #130: Invalid method selector caused by No check on array sizes. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
131,JSON-RPC validation failure,JSON-RPC validation failure Variant 131,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #131: Malformed payload caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
132,JSON-RPC validation failure,JSON-RPC validation failure Variant 132,Invalid method selector,Missing length limit on POST body,JSON-RPC validation failure variant #132: Invalid method selector caused by Missing length limit on POST body. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
