main_type,component,behavior,condition,test_name,owner,tool,metric,evidence
Governance Policy & Framework,role_manager,trains_user,quarterly_audit,test_governance_compliance__governance_policy_and_framework__role_manager__trains_user__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,role_manager,trains_user,on_incident,test_governance_compliance__governance_policy_and_framework__role_manager__trains_user__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,role_manager,trains_user,on_request,test_governance_compliance__governance_policy_and_framework__role_manager__trains_user__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,on_incident,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,defines_policy,on_request,test_governance_compliance__governance_policy_and_framework__approval_gate__defines_policy__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,on_incident,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,approves_change,on_request,test_governance_compliance__governance_policy_and_framework__approval_gate__approves_change__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,on_incident,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,tracks_exception,on_request,test_governance_compliance__governance_policy_and_framework__approval_gate__tracks_exception__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,on_incident,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,verifies_control,on_request,test_governance_compliance__governance_policy_and_framework__approval_gate__verifies_control__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,on_incident,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,logs_evidence,on_request,test_governance_compliance__governance_policy_and_framework__approval_gate__logs_evidence__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,enforces_rule,during_commit,test_governance_compliance__governance_policy_and_framework__approval_gate__enforces_rule__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,enforces_rule,before_merge,test_governance_compliance__governance_policy_and_framework__approval_gate__enforces_rule__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,enforces_rule,after_deploy,test_governance_compliance__governance_policy_and_framework__approval_gate__enforces_rule__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,approval_gate,enforces_rule,quarterly_audit,test_governance_compliance__governance_policy_and_framework__approval_gate__enforces_rule__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
